Number	Path	Coordinates
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;27.8;y=;6.200005
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-48.2;y=;8.599998
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
10;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-28.2;y=;0.5999985
11;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
12;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;27.8;y=;6.200005
13;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
14;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
15;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
16;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
17;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15.4;y=;-24.2
18;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-27.83669;y=;0.9633055
19;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
20;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
21;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-51.46215;y=;-7.462146
22;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
23;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
24;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
25;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
26;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
27;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
28;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
29;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
30;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
31;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
32;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
33;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
34;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
35;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
36;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
37;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
38;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
39;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
40;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
41;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
42;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;27.8;y=;6.200005
43;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
44;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
45;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
46;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-28.33406;y=;0.4659367
47;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29;y=;-3.838551
48;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
49;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
50;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
51;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
52;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
53;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
54;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
55;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;33.4;y=;7.800003
56;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
57;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-47.8519;y=;-3.051901
58;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
59;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;28.29885;y=;5.400002
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-40.15071;y=;17.44929
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
