Number	Path	Coordinates
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.643074;y=;-11.95693
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;6.079842;y=;-1.920161
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;8.543938;y=;6.256065
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
