Number	Path	Coordinates
35;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.528559;y=;-9.323128
36;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.7308502;y=;2.469151
37;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-7.517416;y=;-24
38;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-21.20013;y=;-2.399998
39;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;9.600002;y=;7.360172
40;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
41;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
42;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.26295;y=;21.93706
43;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-12.92553
44;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
45;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;40;y=;-16.8
46;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
47;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;30.4;y=;-20.8
48;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;40;y=;0.7999992
49;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
50;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15.94462;y=;-2.455379
51;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-27.59312;y=;-21.20688
52;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;31.95411;y=;-0.7541122
53;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;-30.15
54;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
55;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
56;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16;y=;-25.47251
57;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;40;y=;10.28089
58;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
59;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.97038;y=;-24
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;29.6;y=;-24.8
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;23.4918;y=;0.3388023
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;33.6;y=;6.478157
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-24;y=;-26.04608
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;14.82208;y=;5.977924
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;8.584229;y=;9.384228
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;16;y=;13.34658
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;19.73992;y=;5.060085
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;16.77399;y=;7.200001
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-6.461575
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;21.44057;y=;3.359436
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-9.673916
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15.7865;y=;-25.81351
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.713059;y=;6.513058
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;40;y=;-21.6
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;40;y=;12.8
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
