Number	Path	Coordinates
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;21.9
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-22.22586;y=;19.37414
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-6.219257
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-28.9329
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;27.69;y=;-25.05
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-7.81938
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15.46903;y=;-24
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-26.161;y=;5.038998
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-13.57996;y=;-27.22646
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;40;y=;24
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-22.4;y=;19.2
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-20.52728
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;-30.15
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-13.6;y=;-24.8
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-4.345182
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-17.34023
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;21.9
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;30.4;y=;-18.4
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
