Number	Path	Coordinates
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-40.01697;y=;17.58303
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.132397;y=;27.5324
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;51;y=;-21
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;50.67001;y=;-25.05
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.8;y=;28.21056
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-40.2;y=;17.4
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;29.4;y=;13.81338
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-40.2;y=;17.4
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-5;y=;-29
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;31.35374;y=;7.800003
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-45;y=;12.6
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.364475;y=;-17
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.8;y=;27.85161
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;10.21816;y=;6.200005
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
